millis;micros;d1;d2;accx;accy;accz;hgx;hgy;hgz;gyrox;gyroy;gyroz
110850;110850536;6415840;8218592;-0.052;1.052;-0.264;0.164;0.4715;0.3075;0;0;0
110862;110862768;6415840;8218592;-0.056;1.048;-0.252;0.3075;0.4715;-0.164;0;0;0
110874;110875872;6420960;8218080;-0.048;1.048;-0.272;0.246;0.41;-0.123;0;0;0
110886;110887256;6415840;8218080;-0.064;1.04;-0.256;0.205;0.369;-0.123;0;0;-256
110897;110897712;6420448;8218080;-0.06;1.04;-0.304;0.164;0.451;-0.246;0;0;3840
110909;110909888;6415328;8218080;-0.068;1.044;-0.264;0.2665;0.369;-0.082;0;0;0
110921;110922144;6415328;8218080;-0.048;1.056;-0.26;0.2255;0.328;-0.1025;0;0;0
110934;110934424;6416864;8218080;-0.064;1.036;-0.264;0.164;0.41;0.779;0;0;0
110946;110946608;6419936;8218080;-0.064;1.052;-0.268;0.246;0.4305;-0.1025;0;0;-256
110958;110958752;6416864;8218080;-0.06;1.044;-0.292;0.1845;0.3485;-0.1435;0;0;0
110970;110970936;6417376;8218080;-0.056;1.06;-0.264;0.041;0.6355;-0.1025;0;0;0
110981;110981408;6416864;8217568;-0.084;1.048;-0.264;0.2665;0.4305;-0.123;0;0;0
110993;110993616;6415840;8217568;-0.052;1.044;-0.28;0.2255;0.3075;-0.0205;0;0;0
111005;111005824;6415840;8217568;-0.04;1.048;-0.236;0.2255;0.492;-0.164;0;0;0
111017;111018880;6422496;8217568;-0.056;1.052;-0.276;0.246;0.492;-0.082;0;0;0
111028;111028464;6416352;8217568;-0.064;1.052;-0.264;0.0615;0.5535;-0.1025;0;0;256
111040;111040656;6417888;8217568;-0.064;1.056;-0.284;0.2255;0.574;0.0615;0;0;0
111052;111052880;6418400;8217568;-0.048;1.048;-0.28;0.246;0.4715;-0.1845;0;0;-256
111063;111063344;6419936;8217568;-0.06;1.06;-0.264;-0.164;0.82;-0.164;0;0;0
111075;111075536;6419936;8217568;-0.052;1.048;-0.28;0.205;0.41;-0.2255;0;0;0
111087;111087776;6421984;8218080;-0.056;1.04;-0.264;0.246;0.4305;-0.082;0;0;0
111099;111100016;6418912;8218080;-0.048;1.044;-0.272;0.205;0.4305;0.0205;0;0;0
111110;111110464;6417376;8218080;-0.06;1.052;-0.28;0.205;0.41;-0.0615;0;0;0
111122;111122776;6419424;8218080;-0.052;1.048;-0.256;0.246;0.4305;-0.1845;0;0;0
111134;111134984;6418912;8218080;-0.056;1.06;-0.272;0.3485;0.41;-0.1025;0;0;0
111147;111147184;6416864;8218080;-0.056;1.044;-0.26;0.2255;0.41;-0.0205;0;0;0
111159;111159352;6417376;8218080;-0.052;1.036;-0.26;0.246;0.4715;-0.082;0;0;0
111171;111172416;6417376;8218080;-0.06;1.04;-0.28;0.205;0.4715;-0.082;0;0;0
111183;111184656;6418400;8218080;-0.06;1.052;-0.268;0.2255;0.3895;-0.1845;0;0;0
111194;111194256;6419424;8218080;-0.06;1.048;-0.272;0.246;0.4715;-0.164;0;0;0
111206;111206464;6416352;8218080;-0.044;1.04;-0.276;0.287;0.287;-0.123;0;0;-256
111218;111219544;6417888;8218080;-0.048;1.048;-0.256;0.2665;0.369;-0.1845;0;0;0
111230;111231760;6417888;8218080;-0.06;1.048;-0.268;0.2255;0.451;-0.1025;0;0;0
111241;111241384;6415840;8218080;-0.056;1.056;-0.224;0.2665;0.369;-0.164;0;0;0
111253;111253560;6415840;8218080;-0.056;1.048;-0.26;0.246;0.3895;-0.082;0;0;0
111265;111266624;6417888;8218080;-0.068;1.052;-0.272;0.1845;0.4305;-0.123;0;0;0
111276;111276224;6419936;8218080;-0.064;1.052;-0.284;0.2665;0.3485;-0.1025;0;0;0
111288;111288520;6415840;8217568;-0.056;1.064;-0.268;0.2255;0.3895;-0.123;0;0;0
111300;111300728;6417376;8217568;-0.052;1.04;-0.26;0.328;-0.3075;-0.1845;0;0;0
111312;111313784;6416864;8217568;-0.064;1.044;-0.264;0.246;0.451;-0.1025;0;0;0
111323;111323408;6417376;8217568;-0.06;1.04;-0.264;0.2665;0.5125;-0.0615;0;0;256
111335;111335616;6414816;8217568;-0.056;1.048;-0.272;0.2255;0.492;-0.205;0;0;0
111347;111347824;6416352;8217568;-0.024;1.044;-0.284;0.287;0.4715;0;0;0;1792
111360;111360064;6415840;8217568;-0.048;1.04;-0.26;0.1845;0.4715;-0.656;0;0;-256
111372;111373096;6416352;8217568;-0.068;1.036;-0.26;0.1845;0.451;-0.123;0;0;0
111384;111384632;6416864;8217568;-0.052;1.044;-0.272;0.205;0.4305;-0.123;0;0;0
111396;111396944;6417888;8217568;-0.06;1.048;-0.26;0.082;0.615;-0.1845;0;0;-256
111407;111407432;6416352;8217568;-0.06;1.056;-0.276;0.3075;0.41;-0.123;0;0;0
111419;111419616;6417888;8217568;-0.052;1.048;-0.28;0.2255;0.41;-0.1025;0;0;0
111431;111431792;6419936;8217568;-0.032;1.016;-0.256;0.205;0.3895;-0.41;0;0;0
111443;111444864;6416864;8217568;-0.064;1.048;-0.268;0.246;0.451;-0.1025;0;0;0
111454;111454464;6416352;8217568;-0.072;1.036;-0.284;0.2665;0.451;-0.123;0;0;0
111466;111466672;6413792;8217568;-0.056;1.064;-0.268;0.2255;0.205;-0.164;0;0;0
111478;111478896;6416352;8217568;-0.056;1.044;-0.276;0.2665;0.41;-0.082;0;0;0
111489;111489360;6415840;8218080;-0.056;1.052;-0.264;0.205;0.41;-0.1435;0;0;0
111501;111501696;6415328;8218080;-0.052;1.04;-0.256;0.205;0.3895;-0.1435;0;0;0
111513;111513944;6420448;8218080;-0.06;1.04;-0.276;0.2665;0.3895;-0.082;0;0;0
111525;111526120;6419936;8218080;-0.056;1.032;-0.268;0.3895;0.41;-0.123;0;0;0
111536;111536544;6414816;8218080;-0.052;1.044;-0.264;0.3895;0.3485;-0.1435;0;0;0
111548;111548752;6413792;8218080;-0.06;1.052;-0.268;0.287;0.41;-0.123;0;0;0
111560;111560960;6414816;8218080;-0.056;1.048;-0.256;0.3485;0.328;-0.082;0;0;0
111572;111573128;6418912;8218080;-0.064;1.048;-0.292;0.1845;0.451;-0.041;0;0;0
111583;111583592;6416352;8218080;-0.044;1.06;-0.252;0.205;0.451;0;0;0;0
111595;111595888;6416352;8217568;-0.072;1.06;-0.276;0.2255;0.4715;-0.1435;0;0;0
111607;111608184;6415328;8217568;-0.06;1.04;-0.264;0.164;0.4305;-0.082;0;0;0
111618;111618712;6420448;8217568;-0.06;1.044;-0.268;0.7175;0.4715;-0.082;0;0;0
111630;111630960;6416864;8217568;-0.052;1.048;-0.264;0.205;0.4715;-0.1025;0;0;0
111642;111643184;6414816;8217568;-0.04;1.048;-0.272;0.1435;0.451;-0.0615;0;0;0
111654;111655360;6416864;8217568;-0.056;1.048;-0.272;0.205;0.3485;-0.082;0;0;0
111665;111665832;6417376;8217568;-0.06;1.04;-0.272;0.246;0.4715;-0.0615;0;0;0
111677;111678000;6415328;8217568;-0.068;1.048;-0.276;0.1845;0.451;-0.1845;0;0;256
111689;111691176;6418912;8217568;-0.06;1.048;-0.272;0.2255;0.4715;-0.1435;0;0;0
111702;111702504;6419424;8217568;-0.06;1.064;-0.272;0.246;0.3895;-0.0615;0;0;0
111714;111714720;6420448;8217568;-0.052;1.048;-0.272;0.3075;0.287;-0.123;0;0;0
111726;111726912;6422496;8217568;-0.08;1.036;-0.304;0.246;0.451;-0.205;0;0;0
111738;111739104;6415840;8217568;-0.052;1.048;-0.272;0.1435;0.492;-0.164;0;0;0
111749;111749520;6419936;8217568;-0.052;1.06;-0.256;0.164;0.4305;-0.123;0;0;0
111761;111761808;6418400;8217568;-0.06;1.048;-0.28;0.246;0.451;-0.0615;0;0;0
111773;111773984;6415328;8217568;-0.052;1.048;-0.26;0.2255;0.41;-0.164;0;0;0
111785;111786168;6415328;8217568;-0.064;1.06;-0.26;0.2255;0.4305;-0.2255;0;0;0
111796;111796640;6413280;8217056;-0.076;1.076;-0.288;0.3075;0.3485;-0.1435;0;0;0
111808;111808872;6419424;8217056;-0.06;1.056;-0.272;0.2255;0.369;-0.2255;0;0;0
111820;111821112;6418912;8217056;-0.056;1.052;-0.268;0.246;0.41;-0.082;0;0;7936
111831;111831520;6414816;8217056;-0.064;1.052;-0.284;0.2665;0.492;-0.082;0;0;7936
111843;111843728;6417376;8217056;-0.064;1.048;-0.28;0.1435;0.533;1.271;0;0;0
111855;111855936;6414816;8217056;-0.048;1.052;-0.252;0.164;0.451;-0.1845;0;0;0
111867;111868224;6416864;8217056;-0.06;1.04;-0.264;0.246;0.4305;-0.041;0;0;0
111878;111878664;6416864;8217056;-0.06;1.06;-0.268;0.2665;0.4305;-0.1435;0;0;0
111890;111890848;6417376;8217056;-0.052;1.044;-0.28;0.2255;0.41;-0.1845;0;0;32512
111902;111903056;6421984;8217056;-0.064;1.06;-0.26;0.2665;0.4305;-0.205;0;0;0
111915;111915248;6416352;8217056;-0.044;1.04;-0.268;0.164;0.492;-0.123;0;0;0
111927;111927456;6417888;8217056;-0.06;1.044;-0.284;0.2255;0.451;-0.082;0;0;0
111939;111939640;6418912;8217056;-0.048;1.048;-0.288;0.2255;0.451;-0.041;0;0;0
111951;111952744;6416864;8217056;-0.072;1.056;-0.264;-0.0615;0.7175;-0.0615;0;0;256
111962;111962352;6418400;8217056;-0.044;1.048;-0.272;0.246;0.369;-0.041;0;0;0
111974;111974528;6415840;8217056;-0.06;1.056;-0.264;0.2255;0.4715;-0.1435;0;0;0
111986;111986752;6416352;8217056;-0.06;1.044;-0.284;0.2255;0.4305;-0.082;0;0;-256
111998;111999808;6420448;8217056;-0.076;1.068;-0.288;0.041;0.656;-0.164;0;0;0
112009;112009416;6419424;8217056;-0.056;1.06;-0.26;0.2255;0.369;-0.1025;0;0;0
112021;112021608;6419424;8217056;-0.056;1.048;-0.264;0.2665;0.451;-0.082;0;0;7936
112033;112034672;6416864;8217056;-0.048;1.04;-0.26;0.205;0.4715;0.0615;0;0;0
112044;112044232;6421472;8217056;-0.052;1.052;-0.252;0.205;0.4305;-0.082;0;0;0
112056;112056456;6418400;8217056;-0.06;1.036;-0.268;0.246;0.451;-0.0615;0;0;0
112068;112068680;6418400;8217056;-0.048;1.04;-0.284;0.246;0.4305;-0.0205;0;0;-256
112080;112081720;6419936;8217056;-0.048;1.052;-0.26;0.246;0.4715;-0.5125;0;0;0
112091;112091336;6419936;8217056;-0.06;1.052;-0.268;0.2255;0.41;-0.1435;0;0;0
112103;112103568;6418400;8217056;-0.056;1.04;-0.28;0.246;0.3485;-0.082;0;0;0
112115;112115776;6416352;8217056;-0.06;1.04;-0.26;-0.082;0.7175;-0.1435;0;0;32512
112128;112128824;6416864;8217056;-0.06;1.052;-0.272;0.205;0.4305;-0.1845;0;0;0
112140;112141032;6420448;8217056;-0.052;1.052;-0.26;0.41;0.41;-0.123;0;0;0
112152;112153280;6417888;8217056;-0.052;1.052;-0.288;0.2255;0;-0.164;0;0;0
112164;112165464;6415840;8217056;-0.068;1.06;-0.276;0.246;0.41;-0.1025;0;0;0
112175;112175888;6415840;8217056;-0.064;1.048;-0.268;0.246;0.492;0;0;0;0
112187;112188072;6420448;8217056;-0.064;1.06;-0.26;0.246;0.3075;-0.1435;0;0;0
112199;112200368;6418400;8217568;-0.068;1.044;-0.272;0.3895;0.2665;-0.0615;0;0;0
112211;112212576;6419424;8217568;-0.052;1.048;-0.268;0.246;0.41;-0.164;0;0;3840
112222;112223056;6421984;8217568;-0.068;1.048;-0.268;0.205;0.4305;-0.041;0;0;0
112234;112235256;6421472;8217568;-0.044;1.036;-0.252;0.246;0.41;-0.1025;0;0;0
112246;112247440;6418400;8217568;-0.076;1.06;-0.272;0.1845;0.5125;0;0;0;0
112257;112257904;6415328;8217568;-0.056;1.048;-0.272;0.246;0.4715;-0.1025;0;0;0
112269;112270080;6415328;8217568;-0.064;1.056;-0.288;0.2665;0.3895;-0.082;0;0;0
112281;112282288;6420448;8217568;-0.056;1.052;-0.268;0.205;0.4305;-0.1845;0;0;-256
112293;112294472;6420448;8217568;-0.044;1.052;-0.268;0.205;0.4305;-0.1435;0;0;0
112304;112304968;6416864;8217056;-0.06;1.052;-0.264;0.2665;0.451;-0.0205;0;0;0
112316;112317184;6422496;8217056;-0.052;1.052;-0.28;0.205;0.41;-0.1435;0;0;0
112328;112329400;6421472;8217056;-0.052;1.048;-0.26;0.2255;0.5125;-0.328;0;0;0
112340;112341640;6417888;8217056;-0.056;1.04;-0.276;0.1845;0.492;-0.1845;0;0;-256
112351;112352072;6421984;8217056;-0.052;1.04;-0.264;0.4305;0.451;-0.123;0;0;1792
112363;112364296;6421472;8217056;-0.052;1.036;-0.276;0.1025;0.492;-0.1025;0;0;0
112375;112376528;6416864;8217056;-0.056;1.048;-0.268;0.205;0.41;-0.205;0;0;0
112386;112386104;6416864;8217056;-0.044;1.04;-0.3;0.2665;0.2665;-0.082;0;0;0
112398;112399184;6416864;8217056;-0.048;1.064;-0.28;0.2255;0.123;-0.123;0;0;0
112410;112411384;6419424;8217056;-0.064;1.044;-0.276;0.2665;0.451;-0.0615;0;0;7936
112422;112423544;6415328;8217056;-0.06;1.048;-0.268;0.246;0.41;-0.0615;0;0;0
112433;112434008;6417888;8217056;-0.044;1.052;-0.272;0.205;0.451;-1.025;0;0;0
112445;112446208;6415840;8217056;-0.052;1.056;-0.272;0.205;0.4715;-0.1845;0;0;0
112457;112458424;6412256;8217056;-0.04;1.048;-0.288;0.1845;-1.2095;-0.205;0;0;256
112470;112470648;6419936;8217056;-0.06;1.048;-0.268;0.205;0.0615;-0.0615;0;0;256
112482;112482872;6414304;8217056;-0.044;1.044;-0.264;0.205;0.3895;-0.1025;0;0;0
112494;112495096;6415328;8217056;-0.068;1.06;-0.268;0.205;0.451;-0.1025;0;0;0
112506;112507328;6415328;8217056;-0.056;1.048;-0.276;0.205;0.451;-0.041;0;0;0
112517;112517792;6421472;8217056;-0.052;1.04;-0.264;0.2665;0.492;-0.164;0;0;0
112529;112529968;6419936;8217056;-0.064;1.052;-0.268;0.2255;0.41;-0.123;0;0;0
112541;112542152;6416352;8217056;-0.048;1.044;-0.264;0.1845;0.492;-0.1435;0;0;0
112553;112554392;6416352;8217056;-0.06;1.048;-0.268;0.1845;0.3895;0.0615;0;0;0
112564;112564880;6419936;8217056;-0.036;1.04;-0.272;0.3075;0.246;-0.0615;0;0;0
112576;112577112;6415328;8217056;-0.064;1.056;-0.26;0.205;0.451;-0.1025;0;0;0
112588;112589256;6415840;8217056;-0.044;1.048;-0.26;0.246;0.4305;-0.123;0;0;0
112599;112599696;6419424;8217056;-0.052;1.052;-0.28;-0.4305;1.066;-0.041;0;0;256
112611;112611952;6416352;8216544;-0.056;1.056;-0.272;0.164;0.533;-0.1025;0;0;0
112623;112624152;6415328;8216544;-0.064;1.048;-0.276;0.205;0.41;-0.1435;0;0;0
112635;112636368;6417888;8216544;-0.044;1.04;-0.272;0.205;0.4305;-0.082;0;0;0
112646;112646824;6416864;8216544;-0.052;1.036;-0.268;0.1845;0.5125;-0.0615;0;0;256
112658;112658992;6418400;8216544;-0.044;1.064;-0.276;0.287;0.3895;-0.246;0;0;0
112670;112671160;6416864;8216544;-0.064;1.052;-0.268;0.3895;0.4305;-0.1435;0;0;256
112683;112683384;6413792;8216544;-0.06;1.052;-0.248;0.246;0.3895;-0.1025;0;0;0
112695;112695600;6419424;8216544;-0.056;1.048;-0.28;0.205;0.451;-0.1025;0;0;-256
112707;112707784;6416864;8216544;-0.064;1.056;-0.284;0.2255;0.3895;-0.0615;0;0;0
112719;112720016;6421984;8216544;-0.056;1.052;-0.284;0.3075;-0.2255;-0.1435;0;0;0
112730;112730512;6415840;8216544;-0.06;1.048;-0.236;0.1845;0.4715;-0.164;0;0;0
112742;112742752;6416864;8216544;-0.06;1.04;-0.244;0.1845;0.492;-0.1025;0;0;0
112754;112754984;6419936;8216544;-0.056;1.048;-0.284;0.246;0.4305;-0.123;0;0;0
112766;112767112;6420448;8216544;-0.064;1.052;-0.272;0.164;0.41;-0.041;0;0;0
112777;112777600;6419424;8216544;-0.048;1.056;-0.256;0.164;0.3895;0.246;0;0;0
112789;112789840;6411232;8216544;-0.056;1.048;-0.272;0.205;0.4305;-0.0205;0;0;0
112801;112802056;6417376;8216544;-0.06;1.044;-0.204;0.205;0.41;-0.1435;0;0;0
112812;112812528;6417376;8217056;-0.06;1.044;-0.268;0.2255;0.451;-0.0205;0;0;0
112824;112824720;6422496;8217056;-0.044;1.044;-0.256;0.205;0.451;-0.164;0;0;1792
112836;112836888;6418400;8217056;-0.06;1.052;-0.276;0.2665;0.41;-0.1025;0;0;0
112848;112849096;6415840;8217056;-0.052;1.052;-0.268;0.2255;0.4715;-0.3485;0;0;0
112859;112859528;6422496;8217056;-0.056;1.04;-0.28;0.9225;0.4305;-0.1025;0;0;0
112871;112871784;6416864;8217056;-0.052;1.036;-0.268;0.1845;0.4715;-0.1435;0;0;256
112883;112884032;6418400;8217056;-0.056;1.056;-0.264;0.2665;0.41;-0.1025;0;0;-256
112896;112896208;6415840;8217056;-0.068;1.052;-0.276;0.287;0.451;-0.0205;0;0;0
112908;112908384;6417888;8217056;-0.072;1.064;-0.264;0.246;0.41;-0.1845;0;0;16128
112920;112920672;6420960;8217056;-0.052;1.056;-0.272;0.246;0.5125;-0.1845;0;0;7936
112932;112933704;6416352;8217056;-0.072;1.052;-0.264;0.287;0.369;-0.1025;0;0;0
112943;112943320;6420448;8217056;-0.056;1.048;-0.268;0.2255;0.3895;-0.0615;0;0;0
112955;112955512;6417376;8217056;-0.052;1.044;-0.292;0.3075;0.492;-0.1845;0;0;0
112967;112967736;6414816;8217056;-0.056;1.048;-0.26;0.205;0.451;-0.041;0;0;0
112979;112980768;6418400;8217056;-0.064;1.028;-0.256;0.1435;0.451;-0.0205;0;0;256
112990;112990384;6419936;8217056;-0.052;1.048;-0.288;0.2255;0.451;0.0615;0;0;0
113002;113002584;6415328;8217056;-0.064;1.04;-0.248;0.205;0.369;-0.1435;0;0;32512
113014;113015680;6423008;8216544;-0.048;1.052;-0.264;0.205;0.451;0.1025;0;0;0
113025;113025264;6422496;8216544;-0.068;1.056;-0.272;0.3895;0.3895;-0.082;0;0;0
113037;113037464;6418400;8216544;-0.048;1.048;-0.28;0.205;0.41;0.082;0;0;0
113049;113049720;6421472;8216544;-0.06;1.052;-0.288;0.2665;0.451;-0.0615;0;0;0
113061;113062760;6417376;8216544;-0.056;1.04;-0.26;0.2255;0.451;-0.164;0;0;0
113072;113072352;6416864;8216544;-0.056;1.044;-0.256;0.492;0.451;-0.1025;0;0;0
113084;113084576;6416864;8216544;-0.04;1.044;-0.26;0.1845;0.3895;-0.123;0;0;0
113096;113096784;6420960;8216544;-0.068;1.044;-0.264;0.205;0.4305;-0.1025;0;0;-256
113108;113109864;6414816;8216544;-0.056;1.048;-0.272;0.287;0.4305;-0.1435;0;0;256
113119;113119488;6416864;8216544;-0.056;1.052;-0.276;0.205;0.287;-0.082;0;0;0
113131;113131680;6420960;8216544;-0.052;1.048;-0.272;0.1845;0.451;0.041;0;0;0
113143;113143896;6417376;8216544;-0.048;1.044;-0.272;0.2255;0.41;0;0;0;1792
113154;113154408;6416352;8216544;-0.06;1.044;-0.272;0.246;0.4715;-0.1435;0;0;0
113166;113166608;6417376;8216544;-0.06;1.052;-0.276;0.1025;0.451;-0.246;0;0;0
113178;113178800;6419936;8216544;-0.044;1.052;-0.256;0.205;0.3895;-0.123;0;0;0
113190;113191000;6416352;8216544;-0.068;1.06;-0.268;0.205;0.451;-0.0615;0;0;32512
113201;113201504;6418912;8216544;-0.068;1.044;-0.276;-0.656;1.0455;-0.328;0;0;0
113213;113213704;6417376;8216544;-0.068;1.044;-0.288;0.2255;0.4305;-0.1435;0;0;0
113225;113225904;6418400;8216544;-0.048;1.056;-0.26;0.2255;0.451;-0.1025;0;0;0
113238;113238128;6416352;8216544;-0.068;1.072;-0.292;0.246;0.4305;-0.164;0;0;3840
113250;113251176;6415840;8216544;-0.076;1.048;-0.304;0.2255;0.4305;-0.1435;0;0;0
113262;113263344;6417888;8216544;-0.052;1.044;-0.288;0.2665;0.451;-0.1025;0;0;0
113274;113275576;6416864;8216544;-0.052;1.056;-0.28;0.2255;0.4715;-0.0615;0;0;0
113285;113285208;6416352;8216544;-0.064;1.048;-0.256;0.246;0.41;-0.0205;0;0;16128
113297;113298248;6419936;8216544;-0.064;1.048;-0.284;0.943;0.3485;-0.123;0;0;0
113309;113310472;6418912;8216544;-0.056;1.056;-0.276;0.246;0.3485;-0.164;0;0;0
113321;113322712;6422496;8216544;-0.056;1.06;-0.284;0.3075;0.328;-0.0615;0;0;0
113332;113332320;6414816;8216544;-0.056;1.04;-0.284;0.2255;0.451;-0.0615;0;0;16128
113344;113344576;6417376;8216544;-0.044;1.048;-0.26;0.164;0.4305;-0.041;0;0;-256
113356;113357664;6419424;8216544;-0.06;1.052;-0.32;0.1845;0.4305;0.246;0;0;0
113367;113367240;6417888;8216544;-0.06;1.052;-0.264;0.2255;0.41;-0.0615;0;0;0
113379;113379424;6416864;8216544;-0.06;1.048;-0.268;0.2255;0.4305;0.533;0;0;768
113391;113392464;6416864;8216544;-0.06;1.044;-0.284;0.2255;0.4305;-0.1025;0;0;0
113403;113404696;6415328;8216544;-0.064;1.048;-0.272;0.2665;0.451;-0.1025;0;0;0
113414;113414280;6422496;8216544;-0.068;1.048;-0.256;0.205;0.492;-0.1025;0;0;0
113426;113426544;6421984;8216544;-0.052;1.04;-0.236;0.1845;0.451;-0.1845;0;0;0
113438;113439608;6414816;8216544;-0.068;1.044;-0.308;0.246;0.492;-0.1025;0;0;0
113451;113451800;6415840;8216544;-0.064;1.048;-0.268;0.3075;0.4305;-0.1435;0;0;0
113463;113464040;6415840;8216544;-0.056;1.048;-0.256;0.205;0.451;-0.1025;0;0;0
113475;113476232;6416352;8216544;-0.048;1.044;-0.264;0.1435;0.4305;-0.082;0;0;0
113487;113488440;6414304;8216544;-0.056;1.044;-0.264;0.123;0.4305;-0.123;0;0;0
113498;113498920;6420960;8216544;-0.044;1.044;-0.272;0.205;0.3895;-0.1025;0;0;0
113510;113511088;6416352;8216544;-0.06;1.048;-0.272;0.205;0.451;-0.1435;0;0;0
113522;113523368;6417376;8216544;-0.06;1.052;-0.248;0.1845;0.41;0.041;0;0;0
113534;113535600;6421984;8216544;-0.052;1.048;-0.268;0.246;0.451;-0.123;0;0;0
113545;113546096;6419936;8216544;-0.056;1.052;-0.252;-1.189;1.886;-0.1435;0;0;256
113557;113558304;6417376;8216544;-0.052;1.04;-0.28;0.2255;0.4305;-0.1435;0;0;0
113569;113570520;6416352;8216544;-0.056;1.044;-0.28;0.205;0.3895;-0.1845;0;0;0
113580;113580120;6417888;8216544;-0.072;1.06;-0.268;0.123;0.492;0.164;0;0;1792
113592;113593176;6414304;8216544;-0.056;1.056;-0.268;0.164;0.4715;-0.123;0;0;0
113604;113605352;6417376;8216544;-0.064;1.056;-0.284;0;0.738;-0.164;0;0;0
113616;113617568;6416352;8216544;-0.06;1.056;-0.276;0.287;0.3895;-0.1025;0;0;0
113627;113627192;6417888;8216032;-0.06;1.052;-0.272;0.3075;0.328;-0.0205;0;0;0
113639;113640224;6420960;8216032;-0.048;1.044;-0.272;0.328;0.4715;-0.1845;0;0;0
113651;113652384;6419936;8216032;-0.056;1.048;-0.268;0.205;0.4715;-0.123;0;0;0
113664;113664624;6416864;8216032;-0.052;1.04;-0.292;0.3075;0.3485;0.041;0;0;0
113676;113676792;6419936;8216032;-0.056;1.048;-0.212;0.205;0.451;-0.041;0;0;0
113688;113689016;6415840;8216032;-0.06;1.056;-0.28;0.2255;0.492;-0.123;0;0;0
113700;113701600;6418912;8216032;-0.04;1.044;-0.26;0.328;0.451;-0.164;0;0;0
113711;113711160;6419936;8216032;-0.06;1.044;-0.272;0.205;0.4305;-0.1435;0;0;0
113723;113724224;6417888;8216032;-0.052;1.044;-0.272;0.246;0.3895;-0.1845;0;0;0
113735;113736464;6417888;8216032;-0.056;1.048;-0.276;0.1435;0.492;-0.1025;0;0;0
113747;113748632;6421472;8216032;-0.064;1.064;-0.272;1.3325;0.3895;-0.1845;0;0;0
113758;113758256;6416864;8216032;-0.064;1.044;-0.276;0.205;0.3895;-0.1435;0;0;0
113770;113771304;6418400;8216032;-0.064;1.044;-0.264;0.2665;0.328;-0.0205;0;0;0
113782;113783480;6419424;8216032;-0.052;1.056;-0.28;0.3075;0.41;-0.041;0;0;0
113821;113822176;6416864;8216032;-0.048;1.044;-0.268;0.164;0.4305;-0.123;0;0;-256
113831;113833920;6418912;8216032;-0.06;1.044;-0.276;0.2255;0.4305;-0.123;0;0;-241
113844;113845632;6418912;8216032;-0.044;1.06;-0.268;0.2255;0.3895;-0.0205;0;0;-255
113854;113855424;6418912;8216032;-0.052;1.048;-0.264;0.205;0.3895;-0.0615;0;0;-256
113864;113865016;6417888;8216032;-0.06;1.064;-0.268;0.164;0.3895;-0.082;0;0;-225
113874;113876600;6418400;8216032;-0.048;1.04;-0.26;0.287;0.3485;-0.082;0;0;-241
113887;113888352;6419424;8216032;-0.06;1.048;-0.256;0.2255;0.4305;-0.123;0;0;-256
113897;113898000;6418912;8216032;-0.052;1.04;-0.256;0.205;0.3895;-0.123;0;3840;-1
113907;113909664;6419424;8216032;-0.056;1.044;-0.272;0.205;0.3485;-0.1435;0;0;-253
113920;113921376;6419424;8216032;-0.064;1.056;-0.272;0.205;0.369;-0.1025;0;0;16128
113930;113931040;6418400;8216032;-0.056;1.048;-0.276;0.246;0.328;-2.255;0;0;-241
113940;113940768;6420448;8216032;-0.056;1.052;-0.26;0.2255;0.451;-0.0205;0;0;-255
113950;113952448;6419424;8216032;-0.052;1.044;-0.268;0.2255;0.41;-0.123;0;0;-256
113963;113964128;6419936;8216032;-0.056;1.044;-0.272;0.205;0.3895;-0.164;0;0;-255
113973;113973856;6418912;8216032;-0.052;1.052;-0.272;0.2665;0.369;-0.1435;0;0;-256
113983;113985536;6418912;8216032;-0.06;1.04;-0.268;0.164;0.451;-0.1435;0;0;-256
113995;113997240;6420448;8216032;-0.06;1.052;-0.272;0.246;0.369;-0.0205;0;0;-256
114006;114006912;6418912;8216032;-0.068;1.052;-0.272;0.2255;0.4305;0;0;0;0
114016;114016512;6419936;8216032;-0.056;1.048;-0.28;1.107;0.3895;-0.1025;0;0;-256
114026;114028216;6419936;8216032;-0.052;1.044;-0.264;0.205;0.4305;-0.1025;0;0;-225
114038;114039896;6418912;8216032;-0.06;1.052;-0.272;0.164;0.41;-0.123;0;0;-256
114049;114049568;6419936;8216032;-0.068;1.044;-0.28;0.164;0.451;-0.164;0;0;32512
114059;114061216;6419936;8216032;-0.064;1.06;-0.272;0.2665;0.3895;-0.0615;0;0;-256
114071;114072992;6420448;8216032;-0.06;1.052;-0.272;0.164;0.328;-0.1435;0;0;-256
114081;114082584;6419936;8216032;-0.06;1.044;-0.264;0.164;0.41;-0.123;0;0;-256
114092;114092280;6419424;8216032;-0.068;1.044;-0.288;0.205;0.3895;-0.0615;0;0;-256
114102;114103840;6419936;8216032;-0.048;1.036;-0.268;0.164;0.4305;-0.123;0;0;-256
114112;114113664;6420448;8216032;-0.048;1.048;-0.276;0.164;0.41;-0.082;0;0;-256
114122;114123384;6419936;8216032;-0.048;1.044;-0.256;0.2255;0.41;-0.1025;0;0;-256
114132;114133184;6420448;8216032;-0.044;1.04;-0.268;0.164;0.41;-0.164;0;0;-256
114143;114145016;6420448;8216032;-0.064;1.048;-0.264;0.1845;0.3895;-0.1435;0;0;-256
114155;114156952;6419936;8216032;-0.06;1.044;-0.264;0.1845;0.3895;-0.082;0;0;-256
