millis;micros;d1;d2;accx;accy;accz;hgx;hgy;hgz;gyrox;gyroy;gyroz
22622;22622712;6393312;8407008;-0.048;1.056;-0.292;0.123;0.5125;-0.0615;-1;-1;-1
22634;22635792;6384608;8407008;-0.06;1.044;-0.268;0.1845;0.492;-0.123;-1;-1;-1
22646;22647144;6391776;8407008;-0.052;1.048;-0.276;0.164;0.533;-0.0615;-1;-1;-1
22657;22657608;6392800;8407008;-0.048;1.04;-0.28;0.2255;0.451;-0.164;-1;-1;-1
22669;22669768;6391264;8407008;-0.056;1.052;-0.268;0.123;0.5535;-0.0615;-1;-1;-1
22681;22681984;6391264;8407008;-0.056;1.048;-0.272;0.287;0.492;-0.1025;-1;-1;-1
22693;22694216;6387168;8407008;-0.06;1.048;-0.296;0.1845;0.4715;-0.123;-1;-1;-1
22704;22704664;6388704;8407008;-0.06;1.044;-0.28;0.1435;0.4305;-0.082;-1;-1;-1
22716;22716840;6394848;8407008;-0.052;1.052;-0.284;0.2255;0.4305;-0.1845;-1;-1;-1
22728;22729056;6392800;8407008;-0.052;1.036;-0.264;0.1435;0.492;-0.041;-1;-1;-1
22740;22741296;6393824;8405984;-0.044;1.044;-0.3;0.287;0.492;-0.123;-1;-1;-1
22751;22751760;6392288;8405984;-0.04;1.052;-0.252;0.205;0.492;-0.1845;-1;-1;-1
22763;22763976;6388192;8405984;-0.056;1.06;-0.296;0.164;0.451;-0.1025;-1;-1;-1
22775;22776168;6391264;8405984;-0.048;1.044;-0.268;0.164;0.4715;-0.123;-1;-1;-1
22786;22786592;6392800;8405984;-0.06;1.048;-0.28;0.1845;0.533;-0.246;-1;-1;-1
22798;22798808;6386656;8405984;-0.048;1.04;-0.276;0.1025;0.492;-0.1025;-1;-1;-1
22810;22811032;6392288;8405984;-0.048;1.044;-0.272;0.1845;0.5125;-0.164;-1;-1;-1
22822;22823200;6385120;8405984;-0.068;1.056;-0.28;0.2665;0.492;-0.1025;-1;-1;-1
22833;22833672;6389728;8405984;-0.056;1.036;-0.28;0.1845;0.697;-0.082;-1;-1;-1
22845;22845848;6391776;8405984;-0.056;1.04;-0.28;0.082;0.697;0.0615;-1;-1;-1
22857;22858088;6391776;8405984;-0.056;1.064;-0.264;0.1845;0.492;-0.1435;-1;-1;-1
22870;22870328;6389728;8405984;-0.052;1.072;-0.288;0.1435;0.574;-0.1435;-1;-1;-1
22882;22882504;6390752;8405984;-0.052;1.052;-0.28;0.246;0.4305;-0.1435;-1;-1;-1
22894;22894680;6391264;8405984;-0.052;1.052;-0.272;0.123;0.5535;-0.164;-1;-1;-1
22906;22906936;6388704;8405984;-0.052;1.052;-0.272;0.123;0.451;-0.082;-1;-1;-1
22917;22917344;6388704;8405984;-0.056;1.056;-0.268;0.2255;0.4715;-0.123;-1;-1;-1
22929;22929520;6389728;8405984;-0.056;1.048;-0.272;0.123;0.533;-0.041;-1;-1;-1
22941;22941744;6384096;8404960;-0.056;1.036;-0.276;0.205;0.451;-0.164;-1;-1;-1
22953;22954832;6390752;8404960;-0.028;1.04;-0.272;0.1845;0.492;-0.041;-1;-1;-1
22964;22964400;6393824;8404960;-0.06;1.044;-0.272;0.205;0.451;-0.0205;-1;-1;-1
22976;22976600;6390240;8404960;-0.052;1.06;-0.284;0.2255;0.41;-0.1435;-1;-1;-1
22988;22989664;6391776;8404960;-0.06;1.044;-0.26;0.205;0.5125;-0.082;-1;-1;-1
22999;22999256;6388192;8404960;-0.032;1.052;-0.268;0.164;0.4715;-0.123;-1;-1;-1
23011;23011440;6392800;8404960;-0.056;1.052;-0.272;0.205;0.492;-0.1025;-1;-1;-1
23023;23024520;6389728;8404960;-0.056;1.044;-0.264;0.246;0.574;-0.082;-1;-1;-1
23035;23036720;6388192;8404960;-0.052;1.04;-0.284;0.164;0.5535;-0.205;-1;-1;-1
23046;23046328;6393312;8404960;-0.048;1.052;-0.28;0.205;0.4715;-0.1025;-1;-1;-1
23058;23058544;6392800;8404960;-0.052;1.052;-0.276;0.2255;0.451;-0.123;-1;-1;-1
23070;23071608;6386144;8404960;-0.072;1.044;-0.268;0.123;0.5125;-0.082;-1;-1;-1
23083;23083824;6394336;8404960;-0.052;1.04;-0.288;0.1845;0.451;-0.1025;-1;-1;-1
23095;23096032;6382560;8404960;-0.06;1.048;-0.252;0.205;0.492;-0.082;-1;-1;-1
23107;23108216;6388192;8404960;-0.044;1.052;-0.272;0.164;0.451;-0.0615;-1;-1;-1
23119;23120424;6389728;8404960;-0.052;1.036;-0.288;0.164;0.5945;-0.082;-1;-1;-1
23130;23130840;6388704;8404960;-0.084;1.08;-0.304;0.164;0.492;-0.0205;-1;-1;-1
23142;23143968;6388192;8404960;-0.048;1.04;-0.288;0.1845;0.451;-0.1025;-1;-1;-1
23154;23155360;6383072;8404960;-0.06;1.048;-0.284;0.1845;0.4715;-0.041;-1;-1;-1
23166;23167592;6391264;8404960;-0.06;1.044;-0.276;0.2255;0.4715;-0.1435;-1;-1;-1
23177;23178064;6390240;8404960;-0.02;1.056;-0.288;0.164;0.4715;-0.1025;-1;-1;-1
23189;23190264;6389216;8404960;-0.04;1.048;-0.268;0.246;0.4715;-0.041;-1;-1;-1
23201;23202456;6391776;8404960;-0.052;1.04;-0.272;0.123;0.492;-0.082;-1;-1;-1
23212;23212904;6386656;8404960;-0.048;1.036;-0.268;0.164;0.451;-0.082;-1;-1;-1
23224;23225064;6392800;8404960;-0.056;1.052;-0.264;0.164;0.492;-0.123;-1;-1;-1
23236;23237312;6394336;8404960;-0.048;1.048;-0.264;0.205;0.4715;-0.1435;-1;-1;-1
23248;23249528;6390752;8403936;-0.04;1.048;-0.268;0.164;0.451;-0.123;-1;-1;-1
23259;23260032;6388704;8403936;-0.048;1.036;-0.268;0.1845;0.533;-0.0615;-1;-1;-1
23271;23272232;6392800;8403936;-0.052;1.044;-0.268;0.1845;0.4715;-0.1435;-1;-1;-1
23283;23284408;6390240;8403936;-0.044;1.04;-0.264;0.2255;0.4715;-0.0615;-1;-1;-1
23296;23296648;6390752;8403936;-0.052;1.044;-0.272;0.2665;0.451;-0.164;-1;-1;-1
23308;23308896;6389216;8403936;-0.06;1.052;-0.284;0.1435;0.533;-0.164;-1;-1;-1
23320;23321120;6392800;8403936;-0.056;1.052;-0.264;0.2255;0.4305;-0.1435;-1;-1;-1
23332;23333280;6391264;8403936;-0.044;1.044;-0.288;0.2255;0.4715;-0.1025;-1;-1;-1
23343;23343760;6387168;8403936;-0.048;1.048;-0.268;0.2255;0.492;-0.2255;-1;-1;-1
23355;23355984;6392800;8403424;-0.036;1.044;-0.296;0.1845;0.492;-0.1845;-1;-1;-1
23367;23368160;6393312;8403424;-0.056;1.052;-0.272;0.205;0.492;-0.1025;-1;-1;-1
23379;23380392;6392800;8403424;-0.04;1.036;-0.272;0.246;0.492;-0.1435;-1;-1;-1
23390;23390848;6393312;8403424;-0.052;1.052;-0.276;0.1025;0.4715;-0.0615;-1;-1;-1
23402;23403032;6392288;8403424;-0.06;1.056;-0.264;0.287;0.492;-0.205;-1;-1;-1
23414;23415264;6390752;8403424;-0.048;1.032;-0.28;0.1025;0.492;-0.082;-1;-1;-1
23425;23425720;6393312;8403424;-0.056;1.044;-0.268;0.2255;0.451;-0.1025;-1;-1;-1
23437;23437952;6390752;8403424;-0.068;1.056;-0.264;0.1845;0.451;-0.164;-1;-1;-1
23449;23450176;6396384;8402912;-0.052;1.052;-0.276;0.2255;0.3485;-0.041;-1;-1;-1
23461;23462352;6390240;8402912;-0.052;1.048;-0.272;0.1025;0.574;-0.082;-1;-1;-1
23472;23472808;6390240;8402912;-0.052;1.056;-0.288;0.205;0.4305;-0.1435;-1;-1;-1
23484;23485032;6392800;8402912;-0.06;1.052;-0.236;0.1845;0.492;-0.164;-1;-1;-1
23496;23497232;6391776;8402912;-0.06;1.04;-0.284;0.1845;0.4715;-0.1025;-1;-1;-1
23508;23509440;6389216;8402912;-0.06;1.056;-0.268;0.1435;0.4715;-0.0615;-1;-1;-1
23519;23519944;6388192;8402912;-0.056;1.048;-0.252;0.2255;0.451;-0.123;-1;-1;-1
23531;23532128;6390752;8402912;-0.052;1.052;-0.28;0.2255;0.492;-0.246;-1;-1;-1
23543;23544296;6388704;8402912;-0.064;1.044;-0.28;0.164;0.5125;0.0615;-1;-1;-1
23554;23554776;6388192;8402912;-0.04;1.04;-0.284;0.1845;0.533;-0.0615;-1;-1;-1
23566;23566976;6388704;8402912;-0.048;1.048;-0.252;0.164;0.4715;-0.0615;-1;-1;-1
23578;23579176;6383584;8402912;-0.032;1.04;-0.288;0.246;0.5535;-0.123;-1;-1;-1
23590;23591360;6387168;8402912;-0.04;1.048;-0.276;0.1845;0.5125;-0.0615;-1;-1;-1
23601;23601816;6388704;8402912;-0.056;1.04;-0.288;0.164;0.4715;-0.0615;-1;-1;-1
23613;23614008;6389216;8402912;-0.048;1.048;-0.3;0.205;0.451;-0.0205;-1;-1;-1
23625;23626200;6389216;8402912;-0.052;1.056;-0.256;0.164;0.5945;-0.082;-1;-1;-1
23638;23638416;6386144;8402912;-0.052;1.056;-0.26;0.1845;0.4305;-0.0615;-1;-1;-1
23650;23650616;6392800;8402912;-0.056;1.064;-0.284;0.164;0.5125;-0.082;-1;-1;-1
23662;23662816;6388704;8402912;-0.056;1.048;-0.28;0.1845;0.451;-0.123;-1;-1;-1
23674;23675040;6390240;8402912;-0.052;1.04;-0.268;0.2255;0.5125;-0.2255;-1;-1;-1
23685;23685488;6389216;8402912;-0.056;1.052;-0.288;0.164;0.4715;-0.082;-1;-1;-1
23697;23697672;6392800;8402912;-0.056;1.056;-0.284;0.205;0.4305;-0.164;-1;-1;-1
23709;23709848;6394848;8402912;-0.056;1.048;-0.276;0.1025;0.533;0;-1;-1;-1
23721;23722072;6387680;8402912;-0.056;1.04;-0.292;0.1025;0.656;-0.1435;-1;-1;-1
23732;23732496;6392288;8402912;-0.06;1.052;-0.284;0.205;0.4715;-0.082;-1;-1;-1
23744;23744696;6389728;8402912;-0.064;1.048;-0.276;0.164;0.5125;-0.123;-1;-1;-1
23756;23756880;6394336;8402400;-0.064;1.052;-0.264;0.1845;0.4715;-0.1025;-1;-1;-1
23767;23767352;6393312;8402400;-0.056;1.052;-0.28;0.1845;0.492;-0.1025;-1;-1;-1
23779;23779568;6386144;8402400;-0.06;1.048;-0.268;0.2255;0.451;-0.1435;-1;-1;-1
23791;23791800;6392800;8402400;-0.06;1.044;-0.276;0.164;0.574;-0.1435;-1;-1;-1
23803;23804008;6389728;8402400;-0.048;1.056;-0.28;0.1435;0.5125;-0.082;-1;-1;-1
23814;23814488;6384608;8402400;-0.056;1.048;-0.264;0.123;0.5535;-0.1435;-1;-1;-1
23826;23826696;6390240;8402400;-0.056;1.048;-0.268;0.369;0.533;-0.0615;-1;-1;-1
23838;23838896;6390240;8402400;-0.064;1.048;-0.276;0.1845;0.41;-0.123;-1;-1;-1
23851;23851112;6392800;8402400;-0.052;1.044;-0.272;0.205;0.451;-0.1025;-1;-1;-1
23863;23863376;6387168;8401888;-0.06;1.044;-0.268;0.2255;0.533;-0.1435;-1;-1;-1
23875;23876384;6385632;8401888;-0.044;1.036;-0.264;0.1025;0.574;-0.082;-1;-1;-1
23887;23888560;6388192;8401888;-0.048;1.036;-0.248;0.2665;0.451;-0.082;-1;-1;-1
23898;23898168;6394336;8401888;-0.052;1.048;-0.272;0.205;0.5125;-0.164;-1;-1;-1
23910;23911240;6383584;8401888;-0.08;1.08;-0.296;0.2255;0.492;-0.041;-1;-1;-1
23922;23923416;6389728;8401888;-0.056;1.044;-0.28;0.205;0.41;-0.123;-1;-1;-1
23934;23935632;6387680;8401888;-0.048;1.04;-0.276;0.246;0.3485;-0.041;-1;-1;-1
23945;23945272;6395360;8401888;-0.064;1.06;-0.264;0.1845;0.451;-0.123;-1;-1;-1
23957;23958384;6392288;8401376;-0.032;1.044;-0.26;0.1845;0.451;-0.1435;-1;-1;-1
23969;23970592;6387168;8401376;-0.048;1.048;-0.288;0.205;0.4715;-0.164;-1;-1;-1
23980;23980184;6393824;8401376;-0.052;1.048;-0.252;0.1845;0.492;-0.1025;-1;-1;-1
23992;23992400;6391264;8401376;-0.064;1.056;-0.268;0.1435;0.4305;-0.082;-1;-1;-1
24004;24005456;6392800;8401376;-0.056;1.052;-0.288;0.123;0.492;-0.164;-1;-1;-1
24016;24017640;6389728;8401376;-0.06;1.056;-0.276;0.164;0.533;-0.082;-1;-1;-1
24027;24027224;6390752;8401376;-0.064;1.056;-0.276;0.164;0.492;-0.287;-1;-1;-1
24039;24039472;6389216;8401376;-0.044;1.052;-0.276;0.1435;0.451;-0.123;-1;-1;-1
24051;24052544;6390752;8401376;-0.048;1.048;-0.276;0.1435;0.5125;-0.1025;-1;-1;-1
24064;24064784;6388704;8401376;-0.04;1.044;-0.272;0.1845;0.4715;-0.2255;-1;-1;-1
24076;24076992;6388192;8401376;-0.04;1.036;-0.288;0.2665;0.41;-0.1025;-1;-1;-1
24088;24089192;6391264;8401376;-0.06;1.048;-0.276;0.2255;0.4715;-0.123;-1;-1;-1
24100;24101376;6390752;8401376;-0.052;1.044;-0.284;0.164;0.533;-0.123;-1;-1;-1
24111;24111816;6390752;8401376;-0.06;1.056;-0.264;0.164;0.574;-0.123;-1;-1;-1
24123;24124000;6392800;8401376;-0.064;1.048;-0.292;0.123;0.5125;-0.123;-1;-1;-1
24135;24136216;6393312;8401376;-0.064;1.056;-0.268;0.2255;0.41;-0.0205;-1;-1;-1
24147;24148424;6394336;8401376;-0.052;1.044;-0.28;0.246;0.4305;-0.0615;-1;-1;-1
24158;24159768;6390240;8401376;-0.052;1.032;-0.28;0.123;0.492;-0.082;-1;-1;-1
24170;24171120;6392800;8401376;-0.064;1.044;-0.276;0.164;0.533;-0.164;-1;-1;-1
24182;24183304;6393824;8401376;-0.06;1.056;-0.288;0.1435;0.492;-0.1845;-1;-1;-1
24193;24193728;6388704;8401376;-0.056;1.048;-0.268;0.1845;0.533;-0.1025;-1;-1;-1
24205;24205920;6387680;8401376;-0.048;1.056;-0.292;0.1845;0.4715;-0.082;-1;-1;-1
24217;24218096;6395360;8401376;-0.048;1.032;-0.276;0.2255;0.4715;-0.1435;-1;-1;-1
24229;24230280;6393312;8401376;-0.056;1.052;-0.288;0.1845;0.4715;-0.123;-1;-1;-1
24240;24240752;6393312;8401376;-0.056;1.036;-0.256;0.205;0.533;-0.082;-1;-1;-1
24252;24252920;6391776;8401376;-0.044;1.036;-0.28;0.2255;0.451;-0.3075;-1;-1;-1
24264;24265112;6392288;8400864;-0.056;1.036;-0.284;0.205;0.451;-0.1845;-1;-1;-1
24276;24277344;6393312;8400864;-0.044;1.048;-0.264;0.205;0.4715;-0.1435;-1;-1;-1
24287;24287784;6392800;8400864;-0.056;1.048;-0.3;0.2255;0.4715;-0.2665;-1;-1;-1
24299;24300032;6388704;8400864;-0.06;1.06;-0.264;0.246;0.4715;-0.0615;-1;-1;-1
24311;24312216;6390240;8400864;-0.064;1.052;-0.256;0.205;0.492;-0.082;-1;-1;-1
24322;24322672;6393824;8400864;-0.064;1.048;-0.264;0.205;0.3895;-0.205;-1;-1;-1
24334;24334832;6389728;8400864;-0.068;1.064;-0.264;0.2665;0.4715;-0.1025;-1;-1;-1
24346;24347048;6390752;8400864;-0.06;1.072;-0.288;0.205;0.3895;-0.2255;-1;-1;-1
24358;24359240;6392288;8400864;-0.048;1.032;-0.284;0.1025;0.5125;-0.123;-1;-1;-1
24369;24369728;6395360;8400864;-0.052;1.052;-0.252;0.1435;0.5535;-0.123;-1;-1;-1
24381;24381952;6392800;8400864;-0.056;1.044;-0.276;0.246;0.4305;-0.0205;-1;-1;-1
24393;24394152;6392288;8400864;-0.044;1.052;-0.272;0.123;0.492;-0.0615;-1;-1;-1
24406;24406376;6390752;8400864;-0.052;1.04;-0.28;0.123;0.492;-0.0615;-1;-1;-1
24418;24418640;6389216;8400864;-0.04;1.044;-0.232;0.205;0.4715;-0.0615;-1;-1;-1
24430;24430832;6390752;8400864;-0.056;1.06;-0.276;0.164;0.492;-0.164;-1;-1;-1
24442;24443016;6391776;8400864;-0.04;1.06;-0.268;0.164;0.5125;-0.164;-1;-1;-1
24453;24453472;6392800;8400864;-0.048;1.052;-0.288;0.287;0.3895;-0.1025;-1;-1;-1
24465;24465720;6393824;8400864;-0.04;1.052;-0.276;0.205;0.4715;-0.164;-1;-1;-1
24477;24477912;6391776;8399840;-0.048;1.044;-0.292;0.164;0.451;-0.164;-1;-1;-1
24489;24490088;6391264;8399840;-0.044;1.04;-0.228;0.123;0.5125;-0.0615;-1;-1;-1
24500;24500568;6389216;8399840;-0.056;1.048;-0.296;0.205;0.4715;-0.164;-1;-1;-1
24512;24512752;6395872;8399840;-0.048;1.036;-0.272;0.246;0.492;-0.123;-1;-1;-1
24524;24524944;6391264;8399840;-0.044;1.052;-0.284;0.205;0.492;-0.0615;-1;-1;-1
24535;24535400;6392800;8399840;-0.052;1.052;-0.268;0.2665;0.4305;-0.246;-1;-1;-1
24547;24547648;6390752;8399840;-0.056;1.048;-0.264;0.123;0.492;-0.041;-1;-1;-1
24559;24559832;6387680;8399840;-0.068;1.052;-0.268;0.164;0.5125;-0.1025;-1;-1;-1
24571;24572016;6392800;8400352;-0.044;1.04;-0.292;0.205;0.451;-0.1435;-1;-1;-1
24582;24582472;6391264;8400352;-0.064;1.06;-0.252;0.164;0.451;-0.164;-1;-1;-1
24594;24594688;6390240;8400352;-0.056;1.048;-0.276;0.164;0.5125;-0.082;-1;-1;-1
24606;24606896;6393824;8400352;-0.056;1.056;-0.268;0.205;0.4305;-0.164;-1;-1;-1
24619;24619112;6390752;8400352;-0.056;1.04;-0.284;0.1435;0.492;-0.082;-1;-1;-1
24631;24632160;6392800;8400352;-0.052;1.044;-0.268;0.3075;0.451;-0.2255;-1;-1;-1
24643;24644360;6393824;8400352;-0.052;1.028;-0.284;0.164;0.492;-0.164;-1;-1;-1
24655;24656528;6391776;8400352;-0.064;1.044;-0.28;0.123;0.492;-0.1435;-1;-1;-1
24666;24666992;6388704;8400352;-0.048;1.044;-0.272;0.164;0.451;-0.1435;-1;-1;-1
24678;24679200;6390752;8399840;-0.064;1.064;-0.268;0.2255;0.451;-0.082;-1;-1;-1
24690;24691400;6393824;8399840;-0.056;1.052;-0.276;0.1845;0.533;-0.1435;-1;-1;-1
24702;24703632;6389728;8399840;-0.056;1.04;-0.276;0.1435;0.492;-0.1845;-1;-1;-1
24713;24714088;6389216;8399840;-0.052;1.048;-0.28;0.1025;0.492;-0.123;-1;-1;-1
24725;24726240;6389728;8399840;-0.052;1.052;-0.28;0.1845;0.5125;-0.1435;-1;-1;-1
24737;24738464;6392288;8399840;-0.044;1.036;-0.288;0.205;0.492;-0.1025;-1;-1;-1
24748;24748080;6392288;8399840;-0.028;1.052;-0.288;0.164;0.5125;-0.1845;-1;-1;-1
24760;24761112;6391264;8399840;-0.052;1.052;-0.264;0.1845;0.4715;-0.041;-1;-1;-1
24772;24773264;6389216;8399328;-0.052;1.06;-0.28;0.164;0.451;-0.082;-1;-1;-1
24784;24785496;6391264;8399328;-0.04;1.04;-0.264;0.205;0.451;-0.1435;-1;-1;-1
24795;24795976;6391776;8399328;-0.06;1.06;-0.284;0.1845;0.5535;-0.1435;-1;-1;-1
24807;24808192;6390752;8399328;-0.064;1.044;-0.272;0.205;0.451;-0.082;-1;-1;-1
24819;24820424;6393312;8399328;-0.06;1.048;-0.272;0.164;0.492;-0.082;-1;-1;-1
24832;24832664;6389216;8399328;-0.056;1.052;-0.3;0.164;0.6765;-0.082;-1;-1;-1
24844;24844848;6389728;8399328;-0.04;1.044;-0.284;0.205;0.4305;-0.123;-1;-1;-1
24856;24857048;6391776;8399328;-0.028;1.036;-0.252;0.123;0.4305;-0.0615;-1;-1;-1
24868;24869232;6390752;8399328;-0.056;1.056;-0.28;0.1845;0.451;-0.123;-1;-1;-1
24879;24879704;6391264;8398816;-0.056;1.048;-0.268;0.205;0.4305;-0.3895;-1;-1;-1
24891;24891896;6391776;8398816;-0.06;1.048;-0.28;0.2255;0.4305;-0.123;-1;-1;-1
24903;24904088;6392800;8398816;-0.052;1.052;-0.264;0.1435;0.533;-0.164;-1;-1;-1
24915;24916328;6394336;8398816;-0.024;1.06;-0.292;0.205;0.451;-0.041;-1;-1;-1
24926;24926760;6392288;8398816;-0.068;1.044;-0.288;0.1845;0.533;-0.1435;-1;-1;-1
24938;24938968;6392800;8398816;-0.048;1.064;-0.26;0.1025;0.5125;-0.1025;-1;-1;-1
24950;24951184;6389728;8398816;-0.052;1.036;-0.272;0.2255;0.533;-0.082;-1;-1;-1
24961;24961664;6390240;8398816;-0.06;1.052;-0.288;0.123;0.4715;-0.041;-1;-1;-1
24973;24974696;6393312;8398816;-0.048;1.04;-0.276;0.205;0.4305;-0.082;-1;-1;-1
24985;24986040;6393824;8398816;-0.06;1.048;-0.264;0.246;0.5125;-0.164;-1;-1;-1
24997;24998256;6388192;8398816;-0.06;1.048;-0.288;0.287;0.451;-0.1845;-1;-1;-1
25008;25008712;6393824;8398816;-0.068;1.056;-0.268;0.164;0.5535;-0.082;-1;-1;-1
25020;25020872;6390240;8398816;-0.056;1.044;-0.268;0.246;0.492;-0.0615;-1;-1;-1
25032;25033104;6392800;8398816;-0.052;1.036;-0.296;0.164;0.41;-0.041;-1;-1;-1
25044;25045312;6389728;8398816;-0.056;1.048;-0.276;0.1845;0.4715;-0.0615;-1;-1;-1
25055;25055816;6393824;8398816;-0.048;1.052;-0.284;0.3485;0.328;-0.0615;-1;-1;-1
25067;25068016;6391264;8398816;-0.04;1.048;-0.268;0.0615;0.656;-0.123;-1;-1;-1
25079;25080216;6392288;8398304;-0.06;1.048;-0.292;0.164;0.4715;-0.1845;-1;-1;-1
25090;25090704;6385632;8398304;-0.056;1.048;-0.272;0.287;0.451;-0.1845;-1;-1;-1
25102;25102920;6391264;8398304;-0.044;1.036;-0.284;0.2255;0.4305;-0.041;-1;-1;-1
25114;25115104;6393312;8398304;-0.052;1.048;-0.272;0.1845;0.492;-0.082;-1;-1;-1
25126;25127336;6389728;8398304;-0.056;1.06;-0.284;0.246;0.5125;-0.164;-1;-1;-1
25137;25137792;6389728;8398304;-0.052;1.036;-0.268;0.164;0.533;-0.164;-1;-1;-1
25149;25149960;6387168;8398304;-0.052;1.04;-0.268;0.205;0.451;-0.123;-1;-1;-1
25161;25162176;6389216;8398304;-0.068;1.052;-0.284;0.164;0.4715;-0.1435;-1;-1;-1
25174;25174416;6394848;8398304;-0.052;1.052;-0.288;0.0205;0.6355;-0.041;-1;-1;-1
25186;25186656;6396384;8398304;-0.06;1.056;-0.268;0.1845;0.574;0.0205;-1;-1;-1
25198;25198880;6394336;8398304;-0.052;1.04;-0.272;0.164;0.451;-0.123;-1;-1;-1
25210;25211048;6394336;8398304;-0.048;1.044;-0.26;0.1845;0.492;-0.123;-1;-1;-1
25221;25221520;6391776;8398304;-0.056;1.048;-0.268;0.1845;0.5125;-0.082;-1;-1;-1
25233;25233728;6394848;8398304;-0.056;1.044;-0.284;0.1845;0.451;-0.082;-1;-1;-1
25245;25245904;6389216;8398304;-0.06;1.04;-0.272;0.164;0.5125;-0.1435;-1;-1;-1
25257;25258088;6394336;8398304;-0.052;1.048;-0.276;0.1845;0.4305;-0.164;-1;-1;-1
25268;25268576;6392288;8398304;-0.052;1.048;-0.28;0.164;0.4715;-0.0615;-1;-1;-1
25280;25280784;6392288;8397792;-0.044;1.044;-0.284;0.1845;0.5125;-0.1025;-1;-1;-1
25292;25292976;6396896;8397792;-0.04;1.052;-0.268;0.123;0.5125;-0.123;-1;-1;-1
25303;25303448;6392800;8397792;-0.068;1.052;-0.288;0.164;0.492;-0.082;-1;-1;-1
25315;25315696;6389216;8397792;-0.052;1.044;-0.28;0.1435;0.451;-0.0615;-1;-1;-1
25327;25327920;6393312;8397792;-0.064;1.052;-0.296;0.164;0.4715;-0.1435;-1;-1;-1
25339;25340104;6393312;8397792;-0.048;1.044;-0.292;0.205;0.451;-0.082;-1;-1;-1
25350;25350536;6387680;8397792;-0.06;1.04;-0.328;0.1845;0.492;-0.082;-1;-1;-1
25362;25362736;6389728;8397792;-0.044;1.052;-0.276;0.1845;0.4715;-0.041;-1;-1;-1
25374;25374928;6389728;8397792;-0.064;1.052;-0.288;0.205;0.4715;-0.1435;-1;-1;-1
25387;25387144;6389728;8397792;-0.06;1.056;-0.276;0.1845;0.3895;-0.1435;-1;-1;-1
25399;25399360;6394848;8397792;-0.052;1.036;-0.26;0.1845;0.5125;-0.1845;-1;-1;-1
25411;25412440;6386656;8397792;-0.068;1.052;-0.284;0.2255;0.4715;-0.164;-1;-1;-1
25423;25424616;6393824;8397792;-0.052;1.04;-0.264;0.205;0.369;-0.082;-1;-1;-1
25434;25434224;6397408;8397792;-0.06;1.048;-0.268;0.246;0.451;-0.1025;-1;-1;-1
25446;25447248;6393824;8397792;-0.056;1.048;-0.276;0.123;0.5535;-0.1025;-1;-1;-1
25458;25459512;6396896;8397792;-0.056;1.04;-0.272;0.287;0.5125;-0.1845;-1;-1;-1
25470;25471704;6392288;8397792;-0.048;1.032;-0.264;0.123;0.492;-0.041;-1;-1;-1
25481;25481320;6390752;8397792;-0.068;1.056;-0.288;0.246;0.451;-0.123;-1;-1;-1
25493;25494360;6392288;8397280;-0.06;1.044;-0.28;0.1845;0.4715;-0.1845;-1;-1;-1
25505;25506520;6388704;8397280;-0.064;1.04;-0.284;0.1435;0.4715;-0.1435;-1;-1;-1
25516;25516104;6389728;8397280;-0.052;1.044;-0.264;0.164;0.5125;-0.082;-1;-1;-1
25528;25529104;6388192;8397280;-0.052;1.048;-0.272;0.164;0.492;-0.164;-1;-1;-1
25540;25541288;6396896;8397280;-0.064;1.056;-0.272;0.2255;0.4715;-0.164;-1;-1;-1
25552;25553512;6387680;8397280;-0.04;1.048;-0.26;0.2665;0.451;-0.1435;-1;-1;-1
25563;25563968;6395872;8397280;-0.04;1.052;-0.272;0.1025;0.5535;-0.164;-1;-1;-1
25575;25576192;6390752;8397280;-0.052;1.044;-0.264;0.2255;0.451;-0.164;-1;-1;-1
25587;25588408;6389728;8396768;-0.044;1.048;-0.272;0.205;0.492;-0.205;-1;-1;-1
25600;25600624;6392288;8396768;-0.04;1.056;-0.292;0.1435;0.492;-0.2255;-1;-1;-1
25612;25612832;6391264;8396768;-0.048;1.044;-0.28;0.1435;0.5535;-0.123;-1;-1;-1
25624;25625048;6391264;8396768;-0.048;1.044;-0.288;0.246;0.4715;-0.1025;-1;-1;-1
25636;25637256;6393824;8396768;-0.056;1.036;-0.288;0.2255;0.533;-0.164;-1;-1;-1
25647;25647736;6387680;8396768;-0.056;1.032;-0.268;0.205;0.574;-0.082;-1;-1;-1
25659;25659976;6392800;8396768;-0.04;1.036;-0.276;0.246;0.492;-0.1025;-1;-1;-1
25671;25672160;6389216;8396768;-0.048;1.052;-0.276;0.246;0.451;-0.205;-1;-1;-1
25683;25684368;6387168;8396768;-0.048;1.032;-0.272;0.1435;0.5125;-0.123;-1;-1;-1
25694;25694840;6389728;8396256;-0.056;1.04;-0.28;0.2665;0.4305;-0.123;-1;-1;-1
25706;25707072;6388704;8396256;-0.06;1.056;-0.276;0.4715;0.4715;-0.1435;-1;-1;-1
25718;25719256;6390752;8396256;-0.04;1.04;-0.284;0.164;0.4715;-0.1845;-1;-1;-1
25729;25729704;6393312;8396256;-0.036;1.048;-0.268;0.2255;0.4305;-0.123;-1;-1;-1
25741;25741952;6395360;8396256;-0.048;1.044;-0.272;0.205;0.451;-0.164;-1;-1;-1
25753;25754192;6389216;8396256;-0.048;1.028;-0.272;0.2255;0.451;-0.082;-1;-1;-1
